city,age,monthlyIncome,monthlyCoffeeSpend,preferredPriceRange,cluster
Kochi,35.0,79500.0,990.0,90.0,2
Kochi,27.0,52300.0,540.0,450.0,1
Jaipur,18.0,46800.0,1230.0,90.0,2
Jaipur,25.0,8900.0,400.0,90.0,0
Bhopal,26.0,11400.0,270.0,450.0,1
Kolkata,39.0,78900.0,1060.0,130.0,2
Delhi,38.0,54400.0,960.0,450.0,2
Hyderabad,27.0,40000.0,210.0,300.0,0
Ahmedabad,31.0,73500.0,680.0,450.0,1
Ahmedabad,32.0,77500.0,200.0,130.0,0
Hyderabad,27.0,52300.0,570.0,130.0,0
Chennai,34.0,9600.0,640.0,300.0,0
Bengaluru,40.0,14000.0,550.0,300.0,0
Delhi,21.0,38900.0,450.0,450.0,1
Pune,18.0,35600.0,840.0,130.0,0
Delhi,29.0,11000.0,520.0,450.0,1
Kolkata,18.0,8600.0,300.0,300.0,0
Bhopal,35.0,100900.0,310.0,90.0,2
Coimbatore,27.0,93600.0,690.0,130.0,2
Jaipur,24.0,33700.0,490.0,450.0,1
Coimbatore,21.0,19600.0,290.0,450.0,1
Pune,26.0,99900.0,540.0,300.0,2
Nagpur,38.0,32100.0,310.0,300.0,0
Bengaluru,27.0,71800.0,520.0,700.0,1
Jaipur,18.0,36600.0,140.0,130.0,0
Kolkata,37.0,41200.0,1080.0,130.0,2
Delhi,29.0,14900.0,460.0,130.0,0
Ahmedabad,33.0,93200.0,790.0,300.0,2
Delhi,37.0,71700.0,300.0,130.0,0
Chandigarh,31.0,69300.0,570.0,130.0,2
Surat,18.0,41000.0,510.0,700.0,1
Kolkata,40.0,29300.0,290.0,450.0,1
Pune,30.0,85900.0,560.0,130.0,2
Chandigarh,40.0,14500.0,310.0,300.0,0
Visakhapatnam,28.0,45200.0,580.0,450.0,1
Bhubaneswar,43.0,11700.0,150.0,450.0,1
Chandigarh,34.0,6600.0,970.0,130.0,0
Visakhapatnam,34.0,7300.0,420.0,90.0,0
Delhi,27.0,51800.0,1020.0,300.0,2
Coimbatore,26.0,53000.0,1360.0,300.0,2
Mumbai,29.0,40000.0,480.0,300.0,0
Delhi,29.0,10700.0,210.0,130.0,0
Delhi,39.0,61800.0,510.0,300.0,0
Delhi,28.0,69300.0,220.0,130.0,0
Delhi,31.0,11300.0,150.0,300.0,0
Pune,24.0,96300.0,580.0,90.0,2
Bengaluru,33.0,116200.0,1500.0,300.0,2
Kolkata,21.0,38500.0,460.0,300.0,0
Jaipur,23.0,34100.0,470.0,450.0,1
Delhi,35.0,111100.0,870.0,450.0,2
Delhi,29.0,58600.0,940.0,90.0,2
Jaipur,27.0,33000.0,270.0,450.0,1
Pune,31.0,11300.0,470.0,90.0,0
Indore,24.0,69600.0,640.0,300.0,2
Mumbai,41.0,12500.0,180.0,450.0,1
Bengaluru,25.0,51300.0,320.0,450.0,1
Hyderabad,29.0,9400.0,530.0,300.0,0
Kolkata,18.0,55400.0,670.0,130.0,2
Bhubaneswar,46.0,46800.0,360.0,300.0,0
Chandigarh,32.0,50000.0,340.0,130.0,0
Chandigarh,34.0,69300.0,290.0,90.0,0
Nagpur,37.0,50200.0,490.0,300.0,0
Hyderabad,26.0,39900.0,290.0,300.0,0
Delhi,32.0,53700.0,840.0,300.0,2
Kochi,20.0,20000.0,460.0,130.0,0
Kolkata,23.0,46800.0,410.0,300.0,0
Pune,25.0,13700.0,350.0,300.0,0
Kolkata,39.0,45000.0,700.0,130.0,0
Kochi,23.0,68200.0,1310.0,450.0,2
Kolkata,26.0,69400.0,460.0,90.0,0
Jaipur,44.0,12300.0,100.0,300.0,0
Hyderabad,19.0,52300.0,920.0,300.0,2
Nagpur,45.0,10900.0,170.0,300.0,0
Visakhapatnam,41.0,62500.0,780.0,450.0,1
Jaipur,23.0,10400.0,490.0,90.0,0
Mumbai,22.0,25300.0,360.0,300.0,0
Chennai,35.0,44700.0,550.0,130.0,0
Mumbai,29.0,79300.0,860.0,130.0,2
Lucknow,34.0,88100.0,1700.0,90.0,2
Coimbatore,39.0,46700.0,720.0,700.0,1
Surat,36.0,69700.0,670.0,90.0,2
Pune,30.0,11400.0,370.0,300.0,0
Kolkata,30.0,9500.0,820.0,700.0,1
Bhopal,36.0,85700.0,1500.0,130.0,2
Surat,42.0,31200.0,250.0,300.0,0
Chandigarh,37.0,51100.0,490.0,300.0,0
Mumbai,26.0,68800.0,330.0,700.0,1
Hyderabad,42.0,39500.0,470.0,90.0,0
Hyderabad,32.0,42200.0,1170.0,90.0,2
Surat,33.0,34600.0,1210.0,90.0,2
Bhopal,34.0,33000.0,480.0,300.0,0
Indore,43.0,10500.0,350.0,130.0,0
Hyderabad,28.0,91200.0,530.0,300.0,2
Chennai,52.0,69600.0,720.0,130.0,2
Mumbai,20.0,9200.0,370.0,300.0,0
Chennai,50.0,14600.0,530.0,450.0,1
Kochi,29.0,40900.0,310.0,130.0,0
Chandigarh,31.0,27500.0,340.0,130.0,0
Patna,23.0,37900.0,150.0,450.0,1
Jaipur,47.0,59400.0,1230.0,300.0,2
Surat,30.0,100400.0,960.0,90.0,2
Visakhapatnam,32.0,27500.0,780.0,450.0,1
Delhi,25.0,27500.0,680.0,300.0,0
Kochi,26.0,7800.0,180.0,700.0,1
Mumbai,25.0,57000.0,380.0,130.0,0
Hyderabad,44.0,15900.0,200.0,700.0,1
Ahmedabad,31.0,30900.0,680.0,130.0,0
Kolkata,23.0,53500.0,350.0,300.0,0
Mumbai,44.0,52900.0,310.0,450.0,1
Indore,18.0,45300.0,730.0,450.0,1
Bengaluru,30.0,80500.0,440.0,700.0,1
Chennai,18.0,25200.0,310.0,130.0,0
Jaipur,23.0,16800.0,740.0,130.0,0
Lucknow,19.0,82900.0,490.0,130.0,2
Kolkata,18.0,58900.0,1450.0,90.0,2
Lucknow,33.0,111000.0,920.0,300.0,2
Hyderabad,37.0,97400.0,540.0,130.0,2
Kochi,41.0,24000.0,340.0,300.0,0
Visakhapatnam,27.0,28300.0,560.0,450.0,1
Kochi,37.0,72800.0,1500.0,90.0,2
Delhi,36.0,101900.0,270.0,130.0,2
Delhi,18.0,86800.0,1320.0,90.0,2
Chandigarh,31.0,11400.0,500.0,130.0,0
Hyderabad,40.0,11100.0,440.0,450.0,1
Indore,32.0,10300.0,260.0,450.0,1
Nagpur,21.0,58500.0,440.0,300.0,0
Chennai,41.0,54600.0,720.0,300.0,2
Hyderabad,23.0,63200.0,1230.0,300.0,2
Mumbai,26.0,39400.0,650.0,300.0,0
Bengaluru,34.0,43400.0,150.0,90.0,0
Surat,49.0,15100.0,230.0,130.0,0
Delhi,39.0,10700.0,300.0,130.0,0
Coimbatore,38.0,86200.0,190.0,450.0,1
Mumbai,43.0,12100.0,220.0,300.0,0
Coimbatore,37.0,15300.0,420.0,130.0,0
Nagpur,27.0,100700.0,1090.0,130.0,2
Kochi,39.0,26600.0,430.0,130.0,0
Mumbai,18.0,27500.0,290.0,450.0,1
Ahmedabad,32.0,35100.0,230.0,700.0,1
Hyderabad,24.0,37500.0,210.0,300.0,0
Bengaluru,25.0,72700.0,1030.0,450.0,2
Delhi,47.0,11300.0,1180.0,90.0,0
Patna,21.0,9700.0,510.0,130.0,0
Visakhapatnam,18.0,70500.0,1030.0,300.0,2
Coimbatore,26.0,8000.0,320.0,130.0,0
Bengaluru,18.0,75700.0,1070.0,90.0,2
Indore,18.0,37700.0,770.0,300.0,0
Delhi,47.0,119600.0,770.0,700.0,1
Indore,18.0,6600.0,130.0,130.0,0
Visakhapatnam,35.0,54900.0,950.0,700.0,1
Coimbatore,34.0,107800.0,1470.0,130.0,2
Lucknow,24.0,59100.0,380.0,90.0,0
Ahmedabad,26.0,45800.0,830.0,130.0,2
Indore,23.0,77300.0,170.0,130.0,0
Bhopal,25.0,10000.0,190.0,90.0,0
Mumbai,38.0,47800.0,300.0,90.0,0
Hyderabad,29.0,41000.0,540.0,130.0,0
Visakhapatnam,39.0,59500.0,380.0,450.0,1
Delhi,18.0,44800.0,1370.0,130.0,2
Kolkata,22.0,109400.0,430.0,300.0,2
Kolkata,26.0,31100.0,340.0,450.0,1
Nagpur,39.0,13800.0,490.0,450.0,1
Surat,34.0,70300.0,870.0,130.0,2
Kolkata,30.0,78100.0,970.0,90.0,2
Bengaluru,29.0,52000.0,470.0,300.0,0
Bhopal,34.0,93400.0,770.0,130.0,2
Jaipur,35.0,10200.0,300.0,450.0,1
Delhi,19.0,51900.0,520.0,130.0,0
Bengaluru,44.0,17400.0,990.0,90.0,0
Lucknow,44.0,82400.0,620.0,700.0,1
Coimbatore,24.0,25700.0,110.0,450.0,1
Bengaluru,38.0,11500.0,140.0,130.0,0
Bengaluru,41.0,81400.0,580.0,300.0,2
Chennai,18.0,57400.0,250.0,300.0,0
Bengaluru,35.0,61200.0,540.0,130.0,0
Mumbai,26.0,13000.0,210.0,300.0,0
Pune,18.0,36600.0,250.0,450.0,1
Ahmedabad,31.0,34300.0,750.0,130.0,0
Chennai,32.0,39200.0,640.0,300.0,0
Bengaluru,29.0,46800.0,220.0,300.0,0
Surat,36.0,104800.0,580.0,130.0,2
Chennai,23.0,44800.0,460.0,130.0,0
Bengaluru,38.0,103300.0,660.0,450.0,2
Coimbatore,24.0,73700.0,370.0,130.0,0
Jaipur,32.0,10900.0,780.0,300.0,0
Jaipur,31.0,52300.0,930.0,90.0,2
Jaipur,26.0,29100.0,420.0,450.0,1
Coimbatore,28.0,55200.0,1440.0,700.0,1
Ahmedabad,33.0,67100.0,920.0,300.0,2
Hyderabad,31.0,97300.0,830.0,130.0,2
Delhi,39.0,15300.0,240.0,90.0,0
Mumbai,30.0,87900.0,1120.0,450.0,2
Delhi,49.0,93700.0,910.0,300.0,2
Coimbatore,31.0,70300.0,370.0,90.0,0
Jaipur,35.0,57400.0,480.0,300.0,0
Coimbatore,22.0,30800.0,560.0,90.0,0
Kolkata,50.0,97100.0,1230.0,90.0,2
Bengaluru,42.0,87200.0,910.0,300.0,2
Bhopal,35.0,84000.0,530.0,90.0,2
Delhi,37.0,118400.0,1060.0,130.0,2
Coimbatore,38.0,47100.0,590.0,300.0,0
Kochi,32.0,9300.0,620.0,700.0,1
Kolkata,52.0,116600.0,1410.0,300.0,2
Ahmedabad,27.0,44200.0,320.0,90.0,0
Delhi,18.0,59600.0,150.0,450.0,1
Pune,31.0,72900.0,1730.0,300.0,2
Pune,31.0,50400.0,300.0,700.0,1
Surat,33.0,84900.0,780.0,90.0,2
Jaipur,22.0,76800.0,1090.0,130.0,2
Delhi,29.0,46500.0,700.0,450.0,1
Coimbatore,27.0,40900.0,830.0,450.0,1
Bhubaneswar,27.0,42100.0,170.0,450.0,1
Mumbai,24.0,19300.0,530.0,300.0,0
Bengaluru,36.0,88200.0,300.0,90.0,2
Nagpur,22.0,10100.0,270.0,90.0,0
Kolkata,25.0,26900.0,400.0,90.0,0
Ahmedabad,28.0,72300.0,560.0,450.0,1
Mumbai,37.0,31400.0,420.0,130.0,0
Nagpur,33.0,11700.0,450.0,700.0,1
Bengaluru,39.0,91000.0,1020.0,300.0,2
Bengaluru,28.0,105700.0,700.0,450.0,2
Ahmedabad,33.0,35500.0,220.0,300.0,0
Chandigarh,33.0,109400.0,1060.0,130.0,2
Mumbai,32.0,46000.0,300.0,130.0,0
Kochi,19.0,71500.0,740.0,700.0,1
Mumbai,34.0,47700.0,480.0,300.0,0
Ahmedabad,28.0,34100.0,510.0,90.0,0
Pune,24.0,24800.0,360.0,450.0,1
Visakhapatnam,52.0,121300.0,660.0,130.0,2
Delhi,18.0,8700.0,410.0,90.0,0
Bengaluru,30.0,8300.0,680.0,130.0,0
Bhopal,35.0,46200.0,960.0,700.0,1
Chennai,31.0,60300.0,530.0,300.0,0
Kochi,28.0,18800.0,450.0,300.0,0
Nagpur,19.0,88600.0,1680.0,300.0,2
Delhi,26.0,46800.0,430.0,90.0,0
Pune,42.0,52200.0,500.0,130.0,0
Patna,33.0,77200.0,960.0,300.0,2
Delhi,29.0,68300.0,650.0,450.0,1
Kolkata,32.0,131100.0,820.0,700.0,2
Surat,30.0,49100.0,280.0,300.0,0
Visakhapatnam,29.0,108100.0,1110.0,130.0,2
Jaipur,18.0,33400.0,650.0,300.0,0
Chandigarh,29.0,39900.0,140.0,90.0,0
Surat,31.0,85700.0,340.0,300.0,2
Pune,29.0,87400.0,1200.0,300.0,2
Chandigarh,24.0,36500.0,660.0,90.0,0
Delhi,18.0,49900.0,180.0,300.0,0
Bengaluru,33.0,63300.0,430.0,130.0,0
Ahmedabad,37.0,92200.0,380.0,300.0,2
Chennai,26.0,46800.0,610.0,450.0,1
Kolkata,19.0,31000.0,1260.0,300.0,2
Lucknow,41.0,69600.0,1540.0,130.0,2
Pune,18.0,39400.0,890.0,130.0,2
Delhi,41.0,54500.0,400.0,130.0,0
Chennai,37.0,44800.0,460.0,130.0,0
Patna,27.0,34100.0,230.0,700.0,1
Mumbai,18.0,52300.0,610.0,300.0,0
Jaipur,43.0,29600.0,860.0,450.0,1
Coimbatore,18.0,63100.0,520.0,300.0,2
Bengaluru,32.0,38200.0,350.0,130.0,0
Pune,27.0,32400.0,1020.0,450.0,1
Hyderabad,24.0,12500.0,610.0,450.0,1
Bengaluru,30.0,97000.0,360.0,300.0,2
Lucknow,23.0,40500.0,420.0,300.0,0
Jaipur,28.0,33600.0,460.0,130.0,0
Hyderabad,30.0,100900.0,1690.0,450.0,2
Mumbai,38.0,20600.0,410.0,300.0,0
Surat,26.0,62500.0,900.0,90.0,2
Indore,35.0,16200.0,440.0,700.0,1
Bhopal,33.0,33300.0,530.0,130.0,0
Pune,20.0,51900.0,190.0,90.0,0
Kochi,27.0,59000.0,360.0,130.0,0
Pune,26.0,33600.0,300.0,700.0,1
Delhi,19.0,9000.0,270.0,300.0,0
Kochi,21.0,113000.0,1530.0,300.0,2
Hyderabad,18.0,35600.0,720.0,130.0,0
Patna,32.0,29000.0,420.0,130.0,0
Chandigarh,21.0,44000.0,720.0,90.0,0
Mumbai,34.0,47400.0,620.0,90.0,0
Bhubaneswar,40.0,96900.0,1640.0,130.0,2
Ahmedabad,22.0,41600.0,520.0,300.0,0
Bengaluru,22.0,44800.0,680.0,450.0,1
Hyderabad,27.0,63900.0,810.0,300.0,2
Delhi,29.0,60000.0,460.0,90.0,0
Delhi,38.0,88900.0,960.0,300.0,2
Ahmedabad,20.0,52800.0,390.0,130.0,0
Kochi,28.0,36300.0,730.0,130.0,0
Jaipur,31.0,50400.0,450.0,130.0,0
Jaipur,39.0,9800.0,320.0,300.0,0
Pune,42.0,55900.0,1160.0,130.0,2
Delhi,21.0,64500.0,490.0,300.0,0
Ahmedabad,30.0,30700.0,300.0,300.0,0
Kochi,22.0,40200.0,400.0,450.0,1
Ahmedabad,33.0,12600.0,510.0,300.0,0
Jaipur,18.0,36100.0,470.0,450.0,1
Surat,26.0,65300.0,1060.0,300.0,2
Patna,25.0,80700.0,1620.0,90.0,2
Bengaluru,29.0,10800.0,230.0,130.0,0
Chennai,22.0,7700.0,420.0,300.0,0
Chennai,36.0,70500.0,330.0,130.0,0
Chennai,23.0,82700.0,320.0,130.0,2
Ahmedabad,30.0,37200.0,410.0,450.0,1
Nagpur,43.0,93700.0,380.0,130.0,2
Hyderabad,19.0,8800.0,200.0,300.0,0
Bengaluru,24.0,31300.0,240.0,450.0,1
Jaipur,22.0,24800.0,440.0,300.0,0
Bhopal,41.0,90000.0,1200.0,450.0,2
Ahmedabad,35.0,27500.0,260.0,90.0,0
Bengaluru,39.0,13800.0,290.0,300.0,0
Patna,34.0,52800.0,230.0,300.0,0
Delhi,38.0,31500.0,280.0,130.0,0
Chandigarh,41.0,55600.0,500.0,450.0,1
Chennai,32.0,6700.0,530.0,130.0,0
Kolkata,42.0,54700.0,780.0,90.0,2
Bengaluru,47.0,123900.0,1850.0,130.0,2
Surat,26.0,49600.0,480.0,130.0,0
Coimbatore,31.0,33000.0,710.0,90.0,0
Mumbai,39.0,10900.0,550.0,450.0,1
Chennai,18.0,57700.0,400.0,90.0,0
Hyderabad,38.0,49000.0,660.0,300.0,0
Indore,44.0,52700.0,640.0,300.0,0
Ahmedabad,29.0,9500.0,370.0,130.0,0
Bhubaneswar,50.0,55400.0,370.0,90.0,0
Ahmedabad,20.0,11400.0,240.0,130.0,0
Delhi,30.0,27500.0,740.0,450.0,1
Lucknow,37.0,110100.0,1270.0,300.0,2
Bengaluru,35.0,47100.0,660.0,130.0,0
Ahmedabad,22.0,9700.0,300.0,450.0,1
Bengaluru,23.0,32900.0,570.0,130.0,0
Delhi,29.0,16600.0,420.0,450.0,1
Bengaluru,32.0,83800.0,670.0,450.0,2
Lucknow,44.0,46700.0,600.0,300.0,0
Mumbai,31.0,10400.0,680.0,450.0,1
Bengaluru,27.0,81600.0,1070.0,300.0,2
Kolkata,18.0,7200.0,320.0,90.0,0
Lucknow,18.0,22800.0,320.0,300.0,0
Ahmedabad,32.0,67600.0,260.0,300.0,0
Chandigarh,35.0,44200.0,320.0,130.0,0
Nagpur,24.0,52200.0,300.0,90.0,0
Nagpur,37.0,33100.0,840.0,90.0,0
Lucknow,25.0,79700.0,910.0,700.0,1
Kochi,41.0,60000.0,570.0,700.0,1
Bhubaneswar,37.0,63900.0,1000.0,300.0,2
Lucknow,40.0,12600.0,450.0,130.0,0
Lucknow,26.0,41200.0,250.0,300.0,0
Jaipur,22.0,38200.0,500.0,130.0,0
Chennai,19.0,7000.0,240.0,90.0,0
Ahmedabad,31.0,53000.0,440.0,130.0,0
Delhi,28.0,59600.0,840.0,90.0,2
Patna,22.0,53500.0,360.0,300.0,0
Patna,18.0,73600.0,550.0,90.0,2
Pune,44.0,98700.0,880.0,300.0,2
Jaipur,18.0,53900.0,340.0,450.0,1
Chennai,21.0,27500.0,510.0,130.0,0
Jaipur,24.0,35900.0,720.0,130.0,0
Mumbai,34.0,46600.0,690.0,130.0,0
Kolkata,28.0,74800.0,510.0,450.0,1
Hyderabad,18.0,7900.0,610.0,450.0,1
Delhi,36.0,10100.0,250.0,300.0,0
Chennai,26.0,47400.0,160.0,450.0,1
Delhi,37.0,54800.0,1050.0,130.0,2
Bengaluru,20.0,31200.0,430.0,130.0,0
Kolkata,54.0,55600.0,200.0,300.0,0
Pune,27.0,79800.0,1140.0,130.0,2
Ahmedabad,33.0,13500.0,210.0,130.0,0
Bengaluru,26.0,41100.0,230.0,300.0,0
Surat,32.0,86800.0,1230.0,300.0,2
Visakhapatnam,39.0,46100.0,380.0,130.0,0
Bengaluru,41.0,75800.0,530.0,130.0,2
Hyderabad,28.0,51000.0,150.0,130.0,0
Lucknow,18.0,33400.0,580.0,450.0,1
Jaipur,19.0,21100.0,270.0,90.0,0
Kolkata,30.0,35800.0,750.0,300.0,0
Coimbatore,36.0,42100.0,170.0,450.0,1
Lucknow,32.0,70100.0,720.0,300.0,2
Jaipur,37.0,48700.0,350.0,300.0,0
Bengaluru,28.0,36400.0,640.0,90.0,0
Pune,41.0,49000.0,440.0,300.0,0
Chandigarh,49.0,13800.0,370.0,300.0,0
Indore,45.0,28100.0,1350.0,130.0,2
Kochi,24.0,89800.0,650.0,300.0,2
Kolkata,18.0,39300.0,200.0,300.0,0
Indore,26.0,84100.0,610.0,90.0,2
Bengaluru,21.0,31200.0,500.0,700.0,1
Bhubaneswar,28.0,24700.0,340.0,450.0,1
Coimbatore,40.0,42900.0,170.0,300.0,0
Hyderabad,43.0,8700.0,510.0,300.0,0
Kolkata,26.0,38000.0,870.0,90.0,0
Chennai,31.0,76000.0,890.0,130.0,2
Bhubaneswar,36.0,11800.0,690.0,90.0,0
Lucknow,31.0,55200.0,270.0,700.0,1
Surat,39.0,9200.0,290.0,300.0,0
Coimbatore,25.0,63700.0,510.0,300.0,2
Chennai,27.0,59900.0,200.0,450.0,1
Delhi,30.0,51400.0,310.0,300.0,0
Bengaluru,24.0,55700.0,1310.0,90.0,2
Kolkata,18.0,47600.0,270.0,90.0,0
Bhopal,25.0,62000.0,550.0,130.0,0
Ahmedabad,18.0,9600.0,230.0,130.0,0
Bhopal,25.0,60100.0,200.0,130.0,0
Surat,27.0,10100.0,590.0,130.0,0
Indore,21.0,41300.0,150.0,300.0,0
Mumbai,43.0,31800.0,240.0,130.0,0
Pune,21.0,81600.0,810.0,130.0,2
Chennai,47.0,59500.0,660.0,130.0,2
Pune,26.0,66500.0,350.0,300.0,0
Hyderabad,18.0,46800.0,200.0,300.0,0
Visakhapatnam,39.0,12000.0,400.0,450.0,1
Hyderabad,31.0,103000.0,1010.0,300.0,2
Bengaluru,33.0,10600.0,220.0,450.0,1
Lucknow,24.0,46500.0,840.0,90.0,2
Bhopal,37.0,9200.0,570.0,450.0,1
Mumbai,37.0,30600.0,280.0,450.0,1
Mumbai,36.0,47100.0,540.0,300.0,0
Hyderabad,22.0,62800.0,450.0,130.0,0
Pune,24.0,79100.0,1130.0,130.0,2
Chandigarh,18.0,27500.0,400.0,450.0,1
Mumbai,18.0,30600.0,590.0,130.0,0
Pune,33.0,36800.0,250.0,130.0,0
Lucknow,33.0,66800.0,270.0,450.0,1
Jaipur,40.0,50000.0,470.0,300.0,0
Pune,24.0,39800.0,560.0,450.0,1
Ahmedabad,28.0,7900.0,510.0,130.0,0
Kolkata,19.0,49200.0,290.0,130.0,0
Lucknow,35.0,41900.0,840.0,130.0,2
Bengaluru,39.0,14700.0,430.0,450.0,1
Lucknow,22.0,75600.0,240.0,300.0,0
Mumbai,27.0,6900.0,300.0,300.0,0
Delhi,28.0,35000.0,430.0,700.0,1
Mumbai,25.0,82300.0,510.0,450.0,1
Pune,18.0,88900.0,190.0,130.0,0
Chennai,18.0,60000.0,510.0,450.0,1
Delhi,29.0,29800.0,430.0,300.0,0
Surat,18.0,56100.0,900.0,130.0,2
Coimbatore,28.0,8500.0,150.0,130.0,0
Pune,31.0,28100.0,290.0,130.0,0
Delhi,29.0,48800.0,420.0,90.0,0
Bengaluru,44.0,109100.0,850.0,300.0,2
Indore,32.0,15000.0,150.0,90.0,0
Chennai,23.0,36400.0,660.0,300.0,0
Kolkata,29.0,55600.0,490.0,130.0,0
Mumbai,29.0,46800.0,770.0,300.0,2
Delhi,37.0,59100.0,430.0,130.0,0
Ahmedabad,28.0,37000.0,480.0,450.0,1
Hyderabad,26.0,6600.0,240.0,130.0,0
Chennai,50.0,54900.0,790.0,300.0,2
Mumbai,25.0,15200.0,930.0,90.0,0
Nagpur,18.0,27500.0,510.0,130.0,0
Hyderabad,34.0,45700.0,670.0,450.0,1
Chennai,30.0,72500.0,970.0,300.0,2
Pune,38.0,30700.0,1040.0,700.0,1
Surat,26.0,38500.0,230.0,300.0,0
Mumbai,46.0,12300.0,790.0,300.0,0
Chandigarh,28.0,48900.0,1220.0,130.0,2
Chennai,46.0,15500.0,320.0,300.0,0
Coimbatore,29.0,31900.0,250.0,300.0,0
Lucknow,28.0,64600.0,430.0,300.0,0
Mumbai,46.0,49700.0,380.0,300.0,0
Ahmedabad,25.0,46800.0,170.0,130.0,0
Hyderabad,32.0,113600.0,1060.0,130.0,2
Bengaluru,34.0,13800.0,140.0,450.0,1
Hyderabad,31.0,34000.0,680.0,130.0,0
Bengaluru,26.0,51400.0,290.0,90.0,0
Delhi,24.0,60900.0,840.0,450.0,1
Mumbai,28.0,70600.0,320.0,300.0,0
Bhubaneswar,32.0,24400.0,390.0,450.0,1
Lucknow,28.0,115400.0,590.0,450.0,2
Bengaluru,31.0,70100.0,320.0,300.0,0
Mumbai,22.0,37200.0,600.0,300.0,0
Bengaluru,28.0,60600.0,550.0,300.0,2
Indore,39.0,12300.0,380.0,450.0,1
Bengaluru,37.0,14300.0,820.0,450.0,1
Ahmedabad,29.0,6700.0,180.0,90.0,0
Chennai,47.0,73600.0,830.0,130.0,2
Jaipur,33.0,11800.0,500.0,300.0,0
Indore,31.0,29000.0,520.0,130.0,0
Bhubaneswar,35.0,47900.0,260.0,300.0,0
Visakhapatnam,31.0,33200.0,580.0,130.0,0
Visakhapatnam,18.0,36700.0,300.0,300.0,0
Surat,23.0,27500.0,820.0,90.0,0
Coimbatore,29.0,33700.0,230.0,130.0,0
Visakhapatnam,42.0,96800.0,190.0,130.0,2
Kochi,18.0,76200.0,330.0,450.0,1
Bengaluru,41.0,77900.0,700.0,300.0,2
Bengaluru,25.0,76200.0,270.0,300.0,0
Visakhapatnam,35.0,11100.0,1020.0,130.0,0
Patna,32.0,105400.0,1120.0,300.0,2
Chennai,38.0,85400.0,580.0,130.0,2
Delhi,40.0,26600.0,990.0,300.0,2
Bhopal,35.0,77700.0,440.0,450.0,1
Kolkata,38.0,84700.0,1030.0,300.0,2
Indore,20.0,53700.0,690.0,300.0,2
Lucknow,18.0,46800.0,230.0,700.0,1
Bengaluru,24.0,26700.0,790.0,450.0,1
Lucknow,27.0,88300.0,490.0,450.0,1
Jaipur,32.0,65500.0,730.0,700.0,1
Hyderabad,20.0,8700.0,590.0,300.0,0
Kolkata,38.0,64400.0,470.0,130.0,0
Chennai,34.0,10700.0,440.0,130.0,0
Bengaluru,36.0,86300.0,990.0,300.0,2
Surat,28.0,101300.0,920.0,300.0,2
Visakhapatnam,33.0,50600.0,560.0,90.0,0
Delhi,38.0,13800.0,590.0,300.0,0
Mumbai,34.0,111400.0,1150.0,300.0,2
Lucknow,24.0,18400.0,370.0,90.0,0
Mumbai,19.0,57500.0,1090.0,300.0,2
Bengaluru,18.0,24800.0,680.0,130.0,0
Bengaluru,44.0,55000.0,470.0,300.0,0
Coimbatore,18.0,46800.0,550.0,90.0,0
Mumbai,40.0,9600.0,270.0,300.0,0
Bengaluru,19.0,45900.0,710.0,90.0,0
Mumbai,38.0,71900.0,730.0,450.0,2
Bengaluru,28.0,52000.0,550.0,300.0,0
Hyderabad,38.0,120200.0,860.0,300.0,2
Surat,23.0,96600.0,370.0,450.0,1
Kolkata,27.0,28400.0,260.0,300.0,0
Chennai,31.0,69000.0,840.0,300.0,2
Mumbai,34.0,52300.0,450.0,130.0,0
Nagpur,35.0,88800.0,230.0,300.0,2
Visakhapatnam,23.0,93200.0,380.0,130.0,2
Indore,30.0,49600.0,700.0,450.0,1
Hyderabad,45.0,99300.0,1310.0,300.0,2
Pune,27.0,102000.0,840.0,130.0,2
Hyderabad,30.0,46300.0,620.0,300.0,0
Lucknow,19.0,37900.0,270.0,130.0,0
Delhi,21.0,39200.0,750.0,130.0,0
Ahmedabad,35.0,62400.0,520.0,300.0,0
Hyderabad,29.0,12300.0,510.0,300.0,0
Bhopal,22.0,70900.0,270.0,300.0,0
Visakhapatnam,40.0,77900.0,1420.0,700.0,2
Kolkata,28.0,62200.0,1040.0,90.0,2
Pune,29.0,95200.0,220.0,450.0,1
Delhi,18.0,23500.0,320.0,300.0,0
Coimbatore,25.0,71600.0,730.0,130.0,2
Pune,20.0,66200.0,520.0,130.0,0
Mumbai,41.0,113300.0,780.0,450.0,2
Visakhapatnam,33.0,44600.0,280.0,90.0,0
Delhi,22.0,93300.0,310.0,130.0,2
Bhubaneswar,21.0,12300.0,190.0,450.0,1
Bengaluru,35.0,132400.0,410.0,300.0,2
Hyderabad,31.0,13800.0,360.0,90.0,0
Mumbai,26.0,49300.0,1020.0,300.0,2
Ahmedabad,43.0,49200.0,490.0,300.0,0
Coimbatore,20.0,8000.0,270.0,300.0,0
Delhi,32.0,61500.0,650.0,300.0,2
Hyderabad,18.0,49800.0,240.0,300.0,0
Visakhapatnam,32.0,11400.0,570.0,300.0,0
Surat,33.0,58200.0,400.0,300.0,0
Jaipur,38.0,60900.0,690.0,300.0,2
Hyderabad,44.0,11100.0,310.0,300.0,0
Bhubaneswar,43.0,60600.0,320.0,300.0,0
Bhopal,28.0,6600.0,160.0,130.0,0
Mumbai,34.0,8800.0,220.0,130.0,0
